,timestamp,T1,Toutdoor,CoolingPower,HeatingPower,FanPower,PumpPower,TotalHVACPower,TotalHVACEnergy,HeatingSetpoint,CoolingSetpoint,FanControlInput,u_CoolingSetpoint,u_HeatingSetpoint,u_FanOverride,PMV,PPD,Reward
2019-01-02 00:00:00,2019-01-02 00:00:00,21.34233381326345,-4.4490761584094685,0.0,7070.707070707072,5.231953892668184,0.0,7075.93902459974,2122781.7073798524,22.0,23.0,0.2,25.0,21.0,0.2,0.0,0.0,-7.07593902459974
2019-01-02 00:05:00,2019-01-02 00:05:00,22.583200429795625,-4.563079685746345,0.0,0.0,5.231953892668184,0.0,5.231953892668184,2486711.3588557327,22.0,23.0,0.2,25.0,21.0,0.2,0.0,0.0,-0.005231953892668183
2019-01-02 00:10:00,2019-01-02 00:10:00,21.795772029691136,-4.666597402597404,0.0,5776.14461479615,5.231953892668184,0.0,5781.376568688818,3222349.1164328437,22.0,23.0,0.2,25.0,21.0,0.2,0.0,0.0,-5.7813765686888186
2019-01-02 00:15:00,2019-01-02 00:15:00,21.821660600375367,-4.762034311367643,0.0,5043.942615646191,5.231953892668184,0.0,5049.17456953886,3966364.911017836,22.0,23.0,0.2,25.0,21.0,0.2,0.0,0.0,-5.04917456953886
2019-01-02 00:20:00,2019-01-02 00:20:00,21.859244114617468,-4.85179541446206,0.0,3980.9745360716165,5.231953892668184,0.0,3986.2064899642846,4854699.859121367,22.0,23.0,0.2,25.0,21.0,0.2,0.0,0.0,-3.986206489964285
2019-01-02 00:25:00,2019-01-02 00:25:00,21.876138725439716,-4.938285714285712,0.0,3503.147159280749,5.231953892668184,0.0,3508.379113173417,5788354.600105789,22.0,23.0,0.2,25.0,21.0,0.2,0.0,0.0,-3.508379113173417
2019-01-02 00:30:00,2019-01-02 00:30:00,21.904010326270225,-5.023910213243539,0.0,2714.859459023951,5.231953892668184,0.0,2720.091412916619,6625202.205445995,22.0,23.0,0.2,25.0,21.0,0.2,0.0,0.0,-2.720091412916619
2019-01-02 00:35:00,2019-01-02 00:35:00,21.90385801633755,-5.111073913740597,0.0,2719.167214695517,5.231953892668184,0.0,2724.399168588185,7455868.930883408,22.0,23.0,0.2,25.0,21.0,0.2,0.0,0.0,-2.724399168588185
2019-01-02 00:40:00,2019-01-02 00:40:00,21.901534006097506,-5.202181818181828,0.0,2784.896797242245,5.231953892668184,0.0,2790.1287511349133,8299216.722753282,22.0,23.0,0.2,25.0,21.0,0.2,0.0,0.0,-2.790128751134913
2019-01-02 00:45:00,2019-01-02 00:45:00,21.898998737838042,-5.299638928972286,0.0,2856.601354075581,5.231953892668184,0.0,2861.8333079682493,9158012.599957429,22.0,23.0,0.2,25.0,21.0,0.2,0.0,0.0,-2.8618333079682494
2019-01-02 00:50:00,2019-01-02 00:50:00,21.89661746487127,-5.405850248516913,0.0,2923.950488489348,5.231953892668184,0.0,2929.1824423820162,10032811.678542713,22.0,23.0,0.2,25.0,21.0,0.2,0.0,0.0,-2.9291824423820163
2019-01-02 00:55:00,2019-01-02 00:55:00,21.894443031611445,-5.523220779220765,0.0,2985.4496109894376,5.231953892668184,0.0,2990.6815648821057,10923447.535099195,22.0,23.0,0.2,25.0,21.0,0.2,0.0,0.0,-2.990681564882106
2019-01-02 01:00:00,2019-01-02 01:00:00,21.89250176153041,-5.6529289281705815,0.0,3040.3542193419003,5.231953892668184,0.0,3045.5861732345684,11829522.66948647,22.0,23.0,0.2,25.0,21.0,0.2,0.0,0.0,-3.0455861732345686
2019-01-02 01:05:00,2019-01-02 01:05:00,21.89077909607869,-5.7852626648428895,0.0,3089.0760705017447,5.231953892668184,0.0,3094.3080243944128,12750430.565335978,22.0,23.0,0.2,25.0,21.0,0.2,0.0,0.0,-3.0943080243944125
2019-01-02 01:10:00,2019-01-02 01:10:00,21.88918374653997,-5.917648484848485,0.0,3134.1970675563944,5.231953892668184,0.0,3139.4290214490625,13685358.744945414,22.0,23.0,0.2,25.0,21.0,0.2,0.0,0.0,-3.1394290214490623
2019-01-02 01:15:00,2019-01-02 01:15:00,21.887676296174504,-6.050131106200922,0.0,3176.832027387755,5.231953892668184,0.0,3182.063981280423,14633564.081035575,22.0,23.0,0.2,25.0,21.0,0.2,0.0,0.0,-3.182063981280423
2019-01-02 01:20:00,2019-01-02 01:20:00,21.886231967116146,-6.182755246913587,0.0,3217.6817381292094,5.231953892668184,0.0,3222.9136920218775,15594395.663287666,22.0,23.0,0.2,25.0,21.0,0.2,0.0,0.0,-3.2229136920218777
2019-01-02 01:25:00,2019-01-02 01:25:00,21.884844543997474,-6.3155656249999765,0.0,3256.921987950233,5.231953892668184,0.0,3262.153941842901,16567245.797211096,22.0,23.0,0.2,25.0,21.0,0.2,0.0,0.0,-3.262153941842901
2019-01-02 01:30:00,2019-01-02 01:30:00,21.883518991396443,-6.448606958473647,0.0,3294.412364545054,5.231953892668184,0.0,3299.644318437722,17551586.12998195,22.0,23.0,0.2,25.0,21.0,0.2,0.0,0.0,-3.299644318437722
2019-01-02 01:35:00,2019-01-02 01:35:00,21.882247664479564,-6.581923965347926,0.0,3330.3690854264655,5.231953892668184,0.0,3335.6010393191336,18546939.704712372,22.0,23.0,0.2,25.0,21.0,0.2,0.0,0.0,-3.3356010393191338
2019-01-02 01:40:00,2019-01-02 01:40:00,21.881024401970762,-6.715561363636368,0.0,3364.966408907728,5.231953892668184,0.0,3370.198362800396,19552876.76902832,22.0,23.0,0.2,25.0,21.0,0.2,0.0,0.0,-3.3701983628003958
2019-01-02 01:45:00,2019-01-02 01:45:00,21.87984495517344,-6.849563871352416,0.0,3398.3245001451514,5.231953892668184,0.0,3403.5564540378195,20569003.818643775,22.0,23.0,0.2,25.0,21.0,0.2,0.0,0.0,-3.4035564540378194
2019-01-02 01:50:00,2019-01-02 01:50:00,21.878705729265675,-6.983976206509567,0.0,3430.545030869785,5.231953892668184,0.0,3435.776984762453,21594962.7663378,22.0,23.0,0.2,25.0,21.0,0.2,0.0,0.0,-3.435776984762453
2019-01-02 01:55:00,2019-01-02 01:55:00,21.877603423666528,-7.118843087121206,0.0,3461.721350845667,5.231953892668184,0.0,3466.953304738335,22630427.52245458,22.0,23.0,0.2,25.0,21.0,0.2,0.0,0.0,-3.466953304738335
2019-01-02 02:00:00,2019-01-02 02:00:00,21.876534484304784,-7.254491666666695,0.0,3491.953979258629,5.231953892668184,0.0,3497.185933151297,23675097.830811653,22.0,23.0,0.2,25.0,21.0,0.2,0.0,0.0,-3.497185933151297
2019-01-02 02:05:00,2019-01-02 02:05:00,21.875494199807406,-7.393309375000001,0.0,3521.376167063266,5.231953892668184,0.0,3526.6081209559343,24728714.475940883,22.0,23.0,0.2,25.0,21.0,0.2,0.0,0.0,-3.526608120955934
2019-01-02 02:10:00,2019-01-02 02:10:00,21.874485635862925,-7.535199999999975,0.0,3549.901207917275,5.231953892668184,0.0,3555.133161809943,25791018.132560533,22.0,23.0,0.2,25.0,21.0,0.2,0.0,0.0,-3.555133161809943
2019-01-02 02:15:00,2019-01-02 02:15:00,21.873506543666736,-7.679382291666684,0.0,3577.592704375157,5.231953892668184,0.0,3582.8246582678253,26861754.19778601,22.0,23.0,0.2,25.0,21.0,0.2,0.0,0.0,-3.582824658267825
2019-01-02 02:20:00,2019-01-02 02:20:00,21.87255534461724,-7.825075000000027,0.0,3604.4953037548335,5.231953892668184,0.0,3609.7272576475016,27940678.546699934,22.0,23.0,0.2,25.0,21.0,0.2,0.0,0.0,-3.6097272576475015
2019-01-02 02:25:00,2019-01-02 02:25:00,21.871631024025135,-7.971496875000014,0.0,3630.637704339628,5.231953892668184,0.0,3635.869658232296,29027559.582720805,22.0,23.0,0.2,25.0,21.0,0.2,0.0,0.0,-3.635869658232296
2019-01-02 02:30:00,2019-01-02 02:30:00,21.870732239165875,-8.117866666666657,0.0,3656.0578821772747,5.231953892668184,0.0,3661.289836069943,30122174.390015166,22.0,23.0,0.2,25.0,21.0,0.2,0.0,0.0,-3.6612898360699426
2019-01-02 02:35:00,2019-01-02 02:35:00,21.86985740834973,-8.263403125000025,0.0,3680.800571926812,5.231953892668184,0.0,3686.0325258194803,31224312.660761744,22.0,23.0,0.2,25.0,21.0,0.2,0.0,0.0,-3.6860325258194804
2019-01-02 02:40:00,2019-01-02 02:40:00,21.869004649618205,-8.407325000000014,0.0,3704.9190006972353,5.231953892668184,0.0,3710.1509545899034,32333779.047077388,22.0,23.0,0.2,25.0,21.0,0.2,0.0,0.0,-3.7101509545899036
2019-01-02 02:45:00,2019-01-02 02:45:00,21.868171610201102,-8.548851041666694,0.0,3728.4797114839744,5.231953892668184,0.0,3733.7116653766425,33450396.290040568,22.0,23.0,0.2,25.0,21.0,0.2,0.0,0.0,-3.7337116653766427
2019-01-02 02:50:00,2019-01-02 02:50:00,21.867355476098965,-8.687200000000018,0.0,3751.5622921504973,5.231953892668184,0.0,3756.7942460431655,34574009.24409844,22.0,23.0,0.2,25.0,21.0,0.2,0.0,0.0,-3.7567942460431656
2019-01-02 02:55:00,2019-01-02 02:55:00,21.866553057200463,-8.821590624999999,0.0,3774.2569680677216,5.231953892668184,0.0,3779.4889219603897,35704488.29265501,22.0,23.0,0.2,25.0,21.0,0.2,0.0,0.0,-3.7794889219603895
2019-01-02 03:00:00,2019-01-02 03:00:00,21.865772246579184,-8.948678205128203,0.0,3796.34050079077,5.231953892668184,0.0,3801.572454683438,36841709.48532591,22.0,23.0,0.2,25.0,21.0,0.2,0.0,0.0,-3.801572454683438
2019-01-02 03:05:00,2019-01-02 03:05:00,21.86510492865358,-9.046148557692334,0.0,3815.2141390906822,5.231953892668184,0.0,3820.4460929833504,37985080.30113802,22.0,23.0,0.2,25.0,21.0,0.2,0.0,0.0,-3.8204460929833504
2019-01-02 03:10:00,2019-01-02 03:10:00,21.86451282500758,-9.113723076923065,0.0,3831.9605048361223,5.231953892668184,0.0,3837.1924587287904,39133808.79340546,22.0,23.0,0.2,25.0,21.0,0.2,0.0,0.0,-3.8371924587287904
2019-01-02 03:15:00,2019-01-02 03:15:00,21.86399069372311,-9.157291185897463,0.0,3846.7278542958697,5.231953892668184,0.0,3851.959808188538,40287244.36207035,22.0,23.0,0.2,25.0,21.0,0.2,0.0,0.0,-3.851959808188538
2019-01-02 03:20:00,2019-01-02 03:20:00,21.863528607010267,-9.182742307692308,0.0,3859.796973447006,5.231953892668184,0.0,3865.0289273396743,41444842.07850813,22.0,23.0,0.2,25.0,21.0,0.2,0.0,0.0,-3.865028927339674
2019-01-02 03:25:00,2019-01-02 03:25:00,21.863113377002662,-9.195965865384608,0.0,3871.5408524499576,5.231953892668184,0.0,3876.7728063426257,42606154.478244774,22.0,23.0,0.2,25.0,21.0,0.2,0.0,0.0,-3.876772806342626
2019-01-02 03:30:00,2019-01-02 03:30:00,21.862731595565833,-9.202851282051256,0.0,3882.3387112693636,5.231953892668184,0.0,3887.5706651620317,43770839.22835441,22.0,23.0,0.2,25.0,21.0,0.2,0.0,0.0,-3.887570665162032
2019-01-02 03:35:00,2019-01-02 03:35:00,21.862369101685942,-9.209287980769204,0.0,3892.5910634278894,5.231953892668184,0.0,3897.8230173205575,44938671.584562264,22.0,23.0,0.2,25.0,21.0,0.2,0.0,0.0,-3.8978230173205577
2019-01-02 03:40:00,2019-01-02 03:40:00,21.862010661213105,-9.221165384615404,0.0,3902.728773770759,5.231953892668184,0.0,3907.960727663427,46109552.664949626,22.0,23.0,0.2,25.0,21.0,0.2,0.0,0.0,-3.907960727663427
2019-01-02 03:45:00,2019-01-02 03:45:00,21.86164003780084,-9.244372916666691,0.0,3913.2110520974743,5.231953892668184,0.0,3918.4430059901424,47283518.15476178,22.0,23.0,0.2,25.0,21.0,0.2,0.0,0.0,-3.9184430059901425
2019-01-02 03:50:00,2019-01-02 03:50:00,21.861240118800595,-9.284800000000018,0.0,3924.5218925084328,5.231953892668184,0.0,3929.753846401101,48460748.36409265,22.0,23.0,0.2,25.0,21.0,0.2,0.0,0.0,-3.929753846401101
2019-01-02 03:55:00,2019-01-02 03:55:00,21.86079325098342,-9.348336057692336,0.0,3937.160578246708,5.231953892668184,0.0,3942.3925321393763,49641559.85249076,22.0,23.0,0.2,25.0,21.0,0.2,0.0,0.0,-3.9423925321393765
2019-01-02 04:00:00,2019-01-02 04:00:00,21.86029115054805,-9.4383806267806,0.0,3951.3613986409932,5.231953892668184,0.0,3956.5933525336613,50826415.236012645,22.0,23.0,0.2,25.0,21.0,0.2,0.0,0.0,-3.956593352533661
2019-01-02 04:05:00,2019-01-02 04:05:00,21.859808145127147,-9.53574565527066,0.0,3965.0221580200887,5.231953892668184,0.0,3970.254111912757,52015473.081778854,22.0,23.0,0.2,25.0,21.0,0.2,0.0,0.0,-3.970254111912757
2019-01-02 04:10:00,2019-01-02 04:10:00,21.859318720972283,-9.634830769230746,0.0,3978.864457349578,5.231953892668184,0.0,3984.096411242246,53208670.25961796,22.0,23.0,0.2,25.0,21.0,0.2,0.0,0.0,-3.984096411242246
2019-01-02 04:15:00,2019-01-02 04:15:00,21.85882771640513,-9.735262037037046,0.0,3992.751455208429,5.231953892668184,0.0,3997.983409101097,54406024.63242162,22.0,23.0,0.2,25.0,21.0,0.2,0.0,0.0,-3.997983409101097
2019-01-02 04:20:00,2019-01-02 04:20:00,21.85833617737103,-9.83666552706552,0.0,4006.653569304219,5.231953892668184,0.0,4011.8855231968873,55607552.679564066,22.0,23.0,0.2,25.0,21.0,0.2,0.0,0.0,-4.011885523196887
2019-01-02 04:25:00,2019-01-02 04:25:00,21.857843883263342,-9.938667307692299,0.0,4020.5770390165794,5.231953892668184,0.0,4025.8089929092475,56813261.852088176,22.0,23.0,0.2,25.0,21.0,0.2,0.0,0.0,-4.025808992909248
2019-01-02 04:30:00,2019-01-02 04:30:00,21.857351595295142,-10.040893447293456,0.0,4034.500335086879,5.231953892668184,0.0,4039.7322889795473,58023153.586504854,22.0,23.0,0.2,25.0,21.0,0.2,0.0,0.0,-4.039732288979548
2019-01-02 04:35:00,2019-01-02 04:35:00,21.856860356365814,-10.142970014245009,0.0,4048.393961370907,5.231953892668184,0.0,4053.6259152635753,59237223.22089245,22.0,23.0,0.2,25.0,21.0,0.2,0.0,0.0,-4.053625915263575
2019-01-02 04:40:00,2019-01-02 04:40:00,21.856371206471124,-10.244523076923088,0.0,4062.228503846999,5.231953892668184,0.0,4067.460457739667,60455454.88541459,22.0,23.0,0.2,25.0,21.0,0.2,0.0,0.0,-4.067460457739667
2019-01-02 04:45:00,2019-01-02 04:45:00,21.855885269442922,-10.34517870370371,0.0,4075.972177371904,5.231953892668184,0.0,4081.204131264572,61677824.040025234,22.0,23.0,0.2,25.0,21.0,0.2,0.0,0.0,-4.081204131264572
2019-01-02 04:50:00,2019-01-02 04:50:00,21.855403745823878,-10.444562962962948,0.0,4089.591027203447,5.231953892668184,0.0,4094.822981096115,62904297.31207034,22.0,23.0,0.2,25.0,21.0,0.2,0.0,0.0,-4.094822981096115
2019-01-02 04:55:00,2019-01-02 04:55:00,21.85492788968554,-10.542301923076934,0.0,4103.0495846513595,5.231953892668184,0.0,4108.281538544028,64134831.37346194,22.0,23.0,0.2,25.0,21.0,0.2,0.0,0.0,-4.108281538544028
2019-01-02 05:00:00,2019-01-02 05:00:00,21.85445825334091,-10.638211680911695,0.0,4116.332228741984,5.231953892668184,0.0,4121.564182634653,65369460.58008075,22.0,23.0,0.2,25.0,21.0,0.2,0.0,0.0,-4.1215641826346525
2019-01-02 05:05:00,2019-01-02 05:05:00,21.853990327980284,-10.733737143874635,0.0,4129.566481365697,5.231953892668184,0.0,4134.798435258365,66608061.127444476,22.0,23.0,0.2,25.0,21.0,0.2,0.0,0.0,-4.134798435258365
2019-01-02 05:10:00,2019-01-02 05:10:00,21.85352664146353,-10.829107692307673,0.0,4142.680847496075,5.231953892668184,0.0,4147.912801388744,67850680.02364129,22.0,23.0,0.2,25.0,21.0,0.2,0.0,0.0,-4.147912801388744
2019-01-02 05:15:00,2019-01-02 05:15:00,21.853066771756232,-10.924136360398848,0.0,4155.687263460095,5.231953892668184,0.0,4160.919217352764,69097256.29868622,22.0,23.0,0.2,25.0,21.0,0.2,0.0,0.0,-4.160919217352763
2019-01-02 05:20:00,2019-01-02 05:20:00,21.85261116634041,-11.018636182336195,0.0,4168.573073200541,5.231953892668184,0.0,4173.80502709321,70347735.8977335,22.0,23.0,0.2,25.0,21.0,0.2,0.0,0.0,-4.17380502709321
2019-01-02 05:25:00,2019-01-02 05:25:00,21.852159926294803,-11.112420192307695,0.0,4181.335417924764,5.231953892668184,0.0,4186.567371817433,71602053.82861088,22.0,23.0,0.2,25.0,21.0,0.2,0.0,0.0,-4.186567371817433
2019-01-02 05:30:00,2019-01-02 05:30:00,21.851713235576653,-11.205301424501442,0.0,4193.9690948017205,5.231953892668184,0.0,4199.201048694389,72860177.17755906,22.0,23.0,0.2,25.0,21.0,0.2,0.0,0.0,-4.199201048694389
2019-01-02 05:35:00,2019-01-02 05:35:00,21.851271255038455,-11.297092913105416,0.0,4206.4695544679425,5.231953892668184,0.0,4211.701508360611,74122065.92563434,22.0,23.0,0.2,25.0,21.0,0.2,0.0,0.0,-4.211701508360611
2019-01-02 05:40:00,2019-01-02 05:40:00,21.850834090243893,-11.38760769230771,0.0,4218.833811283831,5.231953892668184,0.0,4224.0657651765,75387678.60465421,22.0,23.0,0.2,25.0,21.0,0.2,0.0,0.0,-4.2240657651764995
2019-01-02 05:45:00,2019-01-02 05:45:00,21.850402017805152,-11.476658796296306,0.0,4231.054041874492,5.231953892668184,0.0,4236.285995767161,76656956.3082763,22.0,23.0,0.2,25.0,21.0,0.2,0.0,0.0,-4.236285995767161
2019-01-02 05:50:00,2019-01-02 05:50:00,21.849975039766434,-11.564059259259238,0.0,4243.130188424081,5.231953892668184,0.0,4248.36214231675,77929806.8432716,22.0,23.0,0.2,25.0,21.0,0.2,0.0,0.0,-4.24836214231675
2019-01-02 05:55:00,2019-01-02 05:55:00,21.84955333497146,-11.649622115384602,0.0,4255.057192726368,5.231953892668184,0.0,4260.289146619037,79206243.21171673,22.0,23.0,0.2,25.0,21.0,0.2,0.0,0.0,-4.260289146619037
2019-01-02 06:00:00,2019-01-02 06:00:00,21.849139209106454,-11.732509259259245,0.0,4266.769843453826,5.231953892668184,0.0,4272.001797346495,80486214.24576862,22.0,23.0,0.2,25.0,21.0,0.2,0.0,0.0,-4.272001797346495
2019-01-02 06:05:00,2019-01-02 06:05:00,21.848744631499812,-11.806855324074093,0.0,4277.92961414672,5.231953892668184,0.0,4283.161568039389,81769529.2401392,22.0,23.0,0.2,25.0,21.0,0.2,0.0,0.0,-4.283161568039389
2019-01-02 06:10:00,2019-01-02 06:10:00,21.848360670636623,-11.872000000000014,0.0,4288.789113307629,5.231953892668184,0.0,4294.021067200298,83056160.68131286,22.0,23.0,0.2,25.0,21.0,0.2,0.0,0.0,-4.294021067200298
2019-01-02 06:15:00,2019-01-02 06:15:00,21.847989723052194,-11.92881134259261,0.0,4299.280560139961,5.231953892668184,0.0,4304.51251403263,84345964.55562979,22.0,23.0,0.2,25.0,21.0,0.2,0.0,0.0,-4.30451251403263
2019-01-02 06:20:00,2019-01-02 06:20:00,21.847633560118595,-11.978157407407423,0.0,4309.353855231653,5.231953892668184,0.0,4314.585809124322,85638851.98835897,22.0,23.0,0.2,25.0,21.0,0.2,0.0,0.0,-4.314585809124321
2019-01-02 06:25:00,2019-01-02 06:25:00,21.847293318588697,-12.020906249999996,0.0,4318.976847996441,5.231953892668184,0.0,4324.20880188911,86934694.0246858,22.0,23.0,0.2,25.0,21.0,0.2,0.0,0.0,-4.32420880188911
2019-01-02 06:30:00,2019-01-02 06:30:00,21.846970070932173,-12.057925925925929,0.0,4328.119205958749,5.231953892668184,0.0,4333.351159851418,88233350.99662326,22.0,23.0,0.2,25.0,21.0,0.2,0.0,0.0,-4.333351159851418
2019-01-02 06:35:00,2019-01-02 06:35:00,21.84666462185902,-12.090084490740765,0.0,4336.758169643881,5.231953892668184,0.0,4341.99012353655,89534674.98684677,22.0,23.0,0.2,25.0,21.0,0.2,0.0,0.0,-4.34199012353655
2019-01-02 06:40:00,2019-01-02 06:40:00,21.846377363933755,-12.118249999999989,0.0,4344.882636217041,5.231953892668184,0.0,4350.11459010971,90838513.56804648,22.0,23.0,0.2,25.0,21.0,0.2,0.0,0.0,-4.35011459010971
2019-01-02 06:45:00,2019-01-02 06:45:00,21.84610830130157,-12.14329050925926,0.0,4352.492488440457,5.231953892668184,0.0,4357.724442333126,92144713.34712724,22.0,23.0,0.2,25.0,21.0,0.2,0.0,0.0,-4.357724442333126
2019-01-02 06:50:00,2019-01-02 06:50:00,21.845857070912075,-12.16607407407406,0.0,4359.597994405961,5.231953892668184,0.0,4364.8299482986295,93453121.84313186,22.0,23.0,0.2,25.0,21.0,0.2,0.0,0.0,-4.364829948298629
2019-01-02 06:55:00,2019-01-02 06:55:00,21.84562300899745,-12.187468749999994,0.0,4366.217927344857,5.231953892668184,0.0,4371.449881237526,94763591.51657158,22.0,23.0,0.2,25.0,21.0,0.2,0.0,0.0,-4.371449881237526
2019-01-02 07:00:00,2019-01-02 07:00:00,21.8454085319039,-12.207494107744083,0.0,4372.283946152337,5.231953892668184,0.0,4377.515900045006,96075999.82945941,22.0,23.0,0.2,25.0,21.0,0.2,0.0,0.0,-4.3775159000450055
2019-01-02 07:05:00,2019-01-02 07:05:00,21.845234090709766,-12.219479061447828,0.0,4377.217636491456,5.231953892668184,0.0,4382.449590384124,97390029.60256214,22.0,23.0,0.2,25.0,21.0,0.2,0.0,0.0,-4.382449590384124
2019-01-02 07:10:00,2019-01-02 07:10:00,21.845087483819952,-12.223272727272729,0.0,4381.364093981143,5.231953892668184,0.0,4386.596047873812,98705434.56878862,22.0,23.0,0.2,25.0,21.0,0.2,0.0,0.0,-4.3865960478738115
2019-01-02 07:15:00,2019-01-02 07:15:00,21.844976774261852,-12.220690130471382,0.0,4384.495273402168,5.231953892668184,0.0,4389.727227294837,100021917.42445128,22.0,23.0,0.2,25.0,21.0,0.2,0.0,0.0,-4.389727227294837
2019-01-02 07:20:00,2019-01-02 07:20:00,21.84489760163609,-12.213546296296272,0.0,4386.734499181247,5.231953892668184,0.0,4391.9664530739155,101339194.47338903,22.0,23.0,0.2,25.0,21.0,0.2,0.0,0.0,-4.391966453073915
2019-01-02 07:25:00,2019-01-02 07:25:00,21.844846888266375,-12.203656249999995,0.0,4388.168816708596,5.231953892668184,0.0,4393.400770601264,102657021.65798144,22.0,23.0,0.2,25.0,21.0,0.2,0.0,0.0,-4.393400770601264
2019-01-02 07:30:00,2019-01-02 07:30:00,21.844823874333827,-12.192835016835033,0.0,4388.819715810966,5.231953892668184,0.0,4394.051669703635,103975158.16553083,22.0,23.0,0.2,25.0,21.0,0.2,0.0,0.0,-4.394051669703635
2019-01-02 07:35:00,2019-01-02 07:35:00,21.844826630211912,-12.182897622053872,0.0,4388.741771784299,5.231953892668184,0.0,4393.973725676968,105293376.53924002,22.0,23.0,0.2,25.0,21.0,0.2,0.0,0.0,-4.393973725676967
2019-01-02 07:40:00,2019-01-02 07:40:00,21.84485133578437,-12.175659090909107,0.0,4388.043028320864,5.231953892668184,0.0,4393.274982213533,106611473.76853247,22.0,23.0,0.2,25.0,21.0,0.2,0.0,0.0,-4.393274982213533
2019-01-02 07:45:00,2019-01-02 07:45:00,21.844893619018478,-12.172934448653223,0.0,4386.847138871325,5.231953892668184,0.0,4392.079092763994,107929276.90486448,22.0,23.0,0.2,25.0,21.0,0.2,0.0,0.0,-4.392079092763994
2019-01-02 07:50:00,2019-01-02 07:50:00,21.844947501877982,-12.176538720538701,0.0,4385.323179208585,5.231953892668184,0.0,4390.555133101254,109246667.19376993,22.0,23.0,0.2,25.0,21.0,0.2,0.0,0.0,-4.390555133101254
2019-01-02 07:55:00,2019-01-02 07:55:00,21.84500672101359,-12.188286931818197,0.0,4383.648294565135,5.231953892668184,0.0,4388.880248457804,110563571.36121893,22.0,23.0,0.2,25.0,21.0,0.2,0.0,0.0,-4.388880248457804
2019-01-02 08:00:00,2019-01-02 08:00:00,21.84348233893104,-12.210450505050517,0.0,4426.762131243327,5.231953892668184,0.0,4431.994085135995,111759888.21105795,22.0,23.0,0.2,25.0,21.0,0.2,0.0,0.0,-4.431994085135996
2019-01-02 08:05:00,2019-01-02 08:05:00,21.847897294408995,-12.247421464646436,0.0,4301.89470358399,5.231953892668184,0.0,4307.126657476659,112986822.91355453,22.0,23.0,0.2,25.0,21.0,0.2,-0.2458495541458042,6.2544604024833745,-10.561587059960033
2019-01-02 08:10:00,2019-01-02 08:10:00,21.85139010923757,-12.297309090909096,0.0,4203.108021563666,5.231953892668184,0.0,4208.339975456334,114221832.99614803,22.0,23.0,0.2,25.0,21.0,0.2,-0.24503821746386642,6.246173571280053,-10.454513546736386
2019-01-02 08:15:00,2019-01-02 08:15:00,21.853439624607745,-12.35689368686866,0.0,4145.141930286002,5.231953892668184,0.0,4150.373884178671,115457114.06674412,22.0,23.0,0.2,25.0,21.0,0.2,-0.24456213246351746,6.241323809738944,-10.391697693917614
